nl,code
"call the executor.migration_plan method with targets as the argument, substitute the result for plan.",plan = executor . migration_plan ( targets )
if self.verbosity is greater or equal to integer 1.,if self . verbosity >= 1 :
"call the self.style.MIGRATE_HEADING method, with string ""Operations to perform:"" as an argument,","self . stdout . write ( self . style . MIGRATE_HEADING ( ""Operations to perform:"" ) )"
"use the result as an argument for the call to the self.stdout.write method. if run_syncdb and executor.loader.unmigrated_apps exist,",if run_syncdb and executor . loader . unmigrated_apps :
"join the executor.loader.unmigrated_apps into a string separated by string ', ' append it to the end of a string "" Synchronize unmigrated apps: "",","self . stdout . write ( self . style . MIGRATE_LABEL ( "" Synchronize unmigrated apps: "" ) + ( "", "" . join ( executor . loader . unmigrated_apps ) ) )"
"use it as an argument for the call to the self.style.MIGRATE_LABEL method, use the result of the previous method as an argument for the call to the self.stdout.write method. if target_app_labels_only is true,",if target_app_labels_only :
"for every a and n in targets, put a into a set, join all the set elements into a string separated by string ', ',","self . stdout . write ( self . style . MIGRATE_LABEL ( "" Apply all migrations: "" ) + ( "", "" . join ( set ( a for a , n in targets ) ) or ""(none)"" ) )"
"if set is empty return string '(none)' instead, append the previous to the string "" Apply all migrations: "", use the previous string as the argument for the call to the method self.style.MIGRATE_LABEL, use the result as an argument for the call to the method self.stdout.write. if not,",else :
"if element of targets in first row and second column is None,",if targets [ 0 ] [ 1 ] is None :
"convert the first element of the first row of targets to string, append it to the string "" Unapply all migrations: "",","self . stdout . write ( self . style . MIGRATE_LABEL ( "" Unapply all migrations: "" ) + ""%s"" % ( targets [ 0 ] [ 0 ] , ) )"
"use the it as an argument for the call to the self.style.MIGRATE_LABEL method, use the result to cal the self.stdout.write method. if not,",else :
"replace '%s' in string ""%s, from %s"" with second and first element of the first targets row, respectively,","self . stdout . write ( self . style . MIGRATE_LABEL ( "" Target specific migration: "" ) + ""%s, from %s"" % ( targets [ 0 ] [ 1 ] , targets [ 0 ] [ 0 ] ) )"
"append it to the string "" Target specific migration: "", use it as the argument for the call to the self.style.MIGRATE_LABEL method, call the self.stdout.write method with previous return value as an argument. if run_syncdb and executor.loader.unmigrated_apps is true,",if run_syncdb and executor . loader . unmigrated_apps :
if self.verbosity is greater or equal to integer 1.,if self . verbosity >= 1 :
"call the self.style.MIGRATE_HEADING with string ""Synchronizing apps without migrations:"" as an argument,","self . stdout . write ( self . style . MIGRATE_HEADING ( ""Synchronizing apps without migrations:"" ) )"
"use the result as an argument for the call to the self.stdout.write. call the self.sync_apps method with connection and executor.loader.unmigrated_apps as arguments, substitute it for created_models.","created_models = self . sync_apps ( connection , executor . loader . unmigrated_apps )"
"if not,",else :
create_models is an empty list.,created_models = [ ]
"if the value under the 'test_flush' key of the options dictionary exists,","if options . get ( ""test_flush"" , False ) :"
"call the function call_command with string 'flush', verbosity set to greater element, self.verbosity decremented by 1 or integer 0,","call_command ( 'flush' , verbosity = max ( self . verbosity - 1 , 0 ) , interactive = False , database = db , reset_sequences = False , inhibit_post_migrate = True , )"
"interactive set to boolean False, database set to db, reset_sequences set to boolean False, inhibit_post_migrate set to boolean True. if self.verbosity is greater or equal to integer 1,",if self . verbosity >= 1 :
"call the self.style.MIGRATE_HEADING method with string ""Running migrations:"" as an argument, use the result as an argument for the call to the self.stdout.write method.","self . stdout . write ( self . style . MIGRATE_HEADING ( ""Running migrations:"" ) )"
"if plan is not true,",if not plan :
"if self.verbosity is greater or equal to integer 1,",if self . verbosity >= 1 :
"call the method self.stdout.write with string "" No migrations to apply."" as an argument.","self . stdout . write ( "" No migrations to apply."" )"
"call the MigrationAutodetector function with arguments, return value of the call to the method executor.loader.project_state,","autodetector = MigrationAutodetector ( executor . loader . project_state ( ) , ProjectState . from_apps ( apps ) , )"
"and return value of the call to the method ProjectState.from_apps with apps as an argument, assign it to the autodetector. call the method autodetector.changes with the graph set to executor.loader.graph as an argument, substitute it for the changes.",changes = autodetector . changes ( graph = executor . loader . graph )
"if changes is true,",if changes :
"call the method self.style.NOTICE with string "" Your models have changes that are not yet reflected in a migration, and so won't be applied."" as an argument, use the result as an argument for the call to the self.stdout.write method.","self . stdout . write ( self . style . NOTICE ( "" Your models have changes that are not yet reflected in a migration, and so won't be applied."" ) )"
"call the method self.style.NOTICE with string "" Run 'manage.py makemigrations' to make new migrations, and then re-run 'manage.py migrate' to apply them."" as an argument, use the result as an argument for the call to the self.stdout.write method.","self . stdout . write ( self . style . NOTICE ( "" Run 'manage.py makemigrations' to make new migrations, and then re-run 'manage.py migrate' to apply them."" ) )"
"if not,",else :
"call the executor.migrate method with, targets, plan and fake set to the value under the 'fake' key of options dictionary,","executor . migrate ( targets , plan , fake = options . get ( ""fake"" , False ) )"
